prefecture_id,name
prefecture_id,name
1,札幌市
1,函館市
1,小樽市
1,旭川市
1,室蘭市
1,釧路市
1,帯広市
1,北見市
1,夕張市
1,岩見沢市
1,網走市
1,留萌市
1,苫小牧市
1,稚内市
1,美唄市
1,芦別市
1,江別市
1,赤平市
1,紋別市
1,士別市
1,名寄市
1,三笠市
1,根室市
1,千歳市
1,滝川市
1,砂川市
1,歌志内市
1,深川市
1,富良野市
1,登別市
1,恵庭市
1,伊達市
1,北広島市
1,石狩市
1,北斗市
2,青森市
2,弘前市
2,八戸市
2,黒石市
2,五所川原市
2,十和田市
2,三沢市
2,むつ市
2,つがる市
2,平川市
3,盛岡市
3,宮古市
3,大船渡市
3,花巻市
3,北上市
3,久慈市
3,遠野市
3,一関市
3,陸前高田市
3,釜石市
3,二戸市
4,仙台市
4,石巻市
4,塩竈市
4,気仙沼市
4,白石市
4,名取市
4,角田市
4,多賀城市
4,岩沼市
4,登米市
4,栗原市
4,東松島市
4,大崎市
5,秋田市
5,能代市
5,横手市
5,大館市
5,男鹿市
5,湯沢市
5,鹿角市
5,由利本荘市
5,潟上市
5,大仙市
5,北秋田市
5,にかほ市
5,仙北市
6,山形市
6,米沢市
6,鶴岡市
6,酒田市
6,新庄市
6,寒河江市
6,上山市
6,村山市
6,長井市
6,天童市
6,東根市
6,尾花沢市
6,南陽市
7,福島市
7,会津若松市
7,郡山市
7,いわき市
7,白河市
7,須賀川市
7,喜多方市
7,相馬市
7,二本松市
7,田村市
7,南相馬市
7,伊達市
7,本宮市
8,水戸市
8,日立市
8,土浦市
8,古河市
8,石岡市
8,結城市
8,龍ケ崎市
8,下妻市
8,常総市
8,常陸太田市
8,高萩市
8,北茨城市
8,笠間市
8,取手市
8,牛久市
8,つくば市
8,ひたちなか市
8,鹿嶋市
8,潮来市
8,守谷市
8,常陸大宮市
8,那珂市
8,筑西市
8,坂東市
8,稲敷市
8,かすみがうら市
8,桜川市
8,神栖市
8,行方市
8,鉾田市
8,つくばみらい市
8,小美玉市
9,宇都宮市
9,足利市
9,栃木市
9,佐野市
9,鹿沼市
9,日光市
9,小山市
9,真岡市
9,大田原市
9,矢板市
9,那須塩原市
9,さくら市
9,那須烏山市
9,下野市
10,前橋市
10,高崎市
10,桐生市
10,伊勢崎市
10,太田市
10,沼田市
10,館林市
10,渋川市
10,藤岡市
10,富岡市
10,安中市
10,みどり市
11,さいたま市
11,川越市
11,熊谷市
11,川口市
11,行田市
11,秩父市
11,所沢市
11,飯能市
11,加須市
11,本庄市
11,東松山市
11,春日部市
11,狭山市
11,羽生市
11,鴻巣市
11,深谷市
11,上尾市
11,草加市
11,越谷市
11,蕨市
11,戸田市
11,入間市
11,朝霞市
11,志木市
11,和光市
11,新座市
11,桶川市
11,久喜市
11,北本市
11,八潮市
11,富士見市
11,三郷市
11,蓮田市
11,坂戸市
11,幸手市
11,鶴ヶ島市
11,日高市
11,吉川市
11,ふじみ野市
11,白岡市
12,千葉市
12,銚子市
12,市川市
12,船橋市
12,館山市
12,木更津市
12,松戸市
12,野田市
12,茂原市
12,成田市
12,佐倉市
12,東金市
12,旭市
12,習志野市
12,柏市
12,勝浦市
12,市原市
12,流山市
12,八千代市
12,我孫子市
12,鴨川市
12,鎌ケ谷市
12,君津市
12,富津市
12,浦安市
12,四街道市
12,袖ケ浦市
12,八街市
12,印西市
12,白井市
12,富里市
12,南房総市
12,匝瑳市
12,香取市
12,山武市
12,いすみ市
12,大網白里市
13,千代田区
13,中央区
13,港区
13,新宿区
13,文京区
13,台東区
13,墨田区
13,江東区
13,品川区
13,目黒区
13,大田区
13,世田谷区
13,渋谷区
13,中野区
13,杉並区
13,豊島区
13,北区
13,荒川区
13,板橋区
13,練馬区
13,足立区
13,葛飾区
13,江戸川区
13,八王子市
13,立川市
13,武蔵野市
13,三鷹市
13,青梅市
13,府中市
13,昭島市
13,調布市
13,町田市
13,小金井市
13,小平市
13,日野市
13,東村山市
13,国分寺市
13,国立市
13,福生市
13,狛江市
13,東大和市
13,清瀬市
13,東久留米市
13,武蔵村山市
13,多摩市
13,稲城市
13,羽村市
13,あきる野市
13,西東京市
14,横浜市
14,川崎市
14,相模原市
14,横須賀市
14,平塚市
14,鎌倉市
14,藤沢市
14,小田原市
14,茅ヶ崎市
14,逗子市
14,三浦市
14,秦野市
14,厚木市
14,大和市
14,伊勢原市
14,海老名市
14,座間市
14,南足柄市
14,綾瀬市
15,新潟市
15,長岡市
15,三条市
15,柏崎市
15,新発田市
15,小千谷市
15,加茂市
15,十日町市
15,見附市
15,村上市
15,燕市
15,糸魚川市
15,妙高市
15,五泉市
15,上越市
15,阿賀野市
15,佐渡市
15,魚沼市
15,南魚沼市
15,胎内市
16,富山市
16,高岡市
16,魚津市
16,氷見市
16,滑川市
16,黒部市
16,砺波市
16,小矢部市
16,南砺市
16,射水市
17,金沢市
17,七尾市
17,小松市
17,輪島市
17,珠洲市
17,加賀市
17,羽咋市
17,かほく市
17,白山市
17,能美市
17,野々市市
18,福井市
18,敦賀市
18,小浜市
18,大野市
18,勝山市
18,鯖江市
18,あわら市
18,越前市
18,坂井市
19,甲府市
19,富士吉田市
19,都留市
19,山梨市
19,大月市
19,韮崎市
19,南アルプス市
19,北杜市
19,甲斐市
19,笛吹市
19,上野原市
19,甲州市
19,中央市
20,長野市
20,松本市
20,上田市
20,岡谷市
20,飯田市
20,諏訪市
20,須坂市
20,小諸市
20,伊那市
20,駒ヶ根市
20,中野市
20,大町市
20,飯山市
20,茅野市
20,塩尻市
20,佐久市
20,千曲市
20,東御市
20,安曇野市
21,岐阜市
21,大垣市
21,高山市
21,多治見市
21,関市
21,中津川市
21,美濃市
21,瑞浪市
21,羽島市
21,恵那市
21,美濃加茂市
21,土岐市
21,各務原市
21,可児市
21,山県市
21,瑞穂市
21,飛騨市
21,本巣市
21,郡上市
21,下呂市
21,海津市
22,静岡市
22,浜松市
22,沼津市
22,熱海市
22,三島市
22,富士宮市
22,伊東市
22,島田市
22,富士市
22,磐田市
22,焼津市
22,掛川市
22,藤枝市
22,御殿場市
22,袋井市
22,下田市
22,裾野市
22,湖西市
22,伊豆市
22,御前崎市
22,菊川市
22,伊豆の国市
22,牧之原市
23,名古屋市
23,豊橋市
23,岡崎市
23,一宮市
23,瀬戸市
23,半田市
23,春日井市
23,豊川市
23,津島市
23,碧南市
23,刈谷市
23,豊田市
23,安城市
23,西尾市
23,蒲郡市
23,犬山市
23,常滑市
23,江南市
23,小牧市
23,稲沢市
23,新城市
23,東海市
23,大府市
23,知多市
23,知立市
23,尾張旭市
23,高浜市
23,岩倉市
23,豊明市
23,日進市
23,田原市
23,愛西市
23,清須市
23,北名古屋市
23,弥富市
23,みよし市
23,あま市
23,長久手市
24,津市
24,四日市市
24,伊勢市
24,松阪市
24,桑名市
24,鈴鹿市
24,名張市
24,尾鷲市
24,亀山市
24,鳥羽市
24,熊野市
24,いなべ市
24,志摩市
24,伊賀市
25,大津市
25,彦根市
25,長浜市
25,近江八幡市
25,草津市
25,守山市
25,栗東市
25,甲賀市
25,野洲市
25,湖南市
25,高島市
25,東近江市
25,米原市
26,京都市
26,福知山市
26,舞鶴市
26,綾部市
26,宇治市
26,宮津市
26,亀岡市
26,城陽市
26,向日市
26,長岡京市
26,八幡市
26,京田辺市
26,京丹後市
26,南丹市
26,木津川市
27,大阪市
27,堺市
27,岸和田市
27,豊中市
27,池田市
27,吹田市
27,泉大津市
27,高槻市
27,貝塚市
27,守口市
27,枚方市
27,茨木市
27,八尾市
27,泉佐野市
27,富田林市
27,寝屋川市
27,河内長野市
27,松原市
27,大東市
27,和泉市
27,箕面市
27,柏原市
27,羽曳野市
27,門真市
27,摂津市
27,高石市
27,藤井寺市
27,東大阪市
27,泉南市
27,四條畷市
27,交野市
27,大阪狭山市
27,阪南市
28,神戸市
28,姫路市
28,尼崎市
28,明石市
28,西宮市
28,芦屋市
28,伊丹市
28,加古川市
28,赤穂市
28,西脇市
28,宝塚市
28,三木市
28,高砂市
28,川西市
28,小野市
28,三田市
28,加西市
28,丹波篠山市
28,養父市
28,朝来市
28,宍粟市
28,加東市
28,たつの市
29,奈良市
29,大和高田市
29,大和郡山市
29,天理市
29,橿原市
29,桜井市
29,五條市
29,御所市
29,生駒市
29,香芝市
29,葛城市
29,宇陀市
30,和歌山市
30,海南市
30,橋本市
30,有田市
30,御坊市
30,田辺市
30,新宮市
30,紀の川市
30,岩出市
31,鳥取市
31,米子市
31,倉吉市
31,境港市
32,松江市
32,浜田市
32,出雲市
32,益田市
32,大田市
32,安来市
32,江津市
32,雲南市
33,岡山市
33,倉敷市
33,津山市
33,玉野市
33,笠岡市
33,井原市
33,総社市
33,高梁市
33,新見市
33,備前市
33,瀬戸内市
33,赤磐市
33,真庭市
33,美作市
33,浅口市
34,広島市
34,呉市
34,竹原市
34,三原市
34,尾道市
34,福山市
34,府中市
34,三次市
34,庄原市
